sementa	3803	3	1200	14.04.2010_01:34	maika_girl	8698332438039
egeline	859_bezh	2xl	1200	29.05.2010_15:40	maika_girl	859_bezh
sherif	01205_black	33	2500	29.05.2010_12:01	j_girl	987656776545433346
fi_more	5351	44	2300	29.05.2010_12:05	shtany_girl	53515351545222
mirac	1704	30	2200	29.05.2010_12:25	j	9427818982489284989238
climber	0072_s118	33	2600	29.05.2010_12:16	j	768249487829892745923
JP	1570	2xl	950	23.05.2010_13:00	rub_man	15701570
mirac	1702	34	2200	29.05.2010_12:23	j	82753894538284537899892345
simply_girl	5850	32	2100	02.09.2009_09:34	j	dfghhjik
semco	8167-01	l	1200	14.04.2010_00:43	rubashka_men	3400000038497
pulltonic	320_02	31	1500	29.05.2010_12:28	kapri_man	8690398901717
